Date,Return,ZScore,IsInjected,IsAnomaly,Case
2018-06-18,-0.05658165310538401,-6.921103218912682,True,True,true_positive
2018-07-13,0.03232660410634611,3.096413897438157,False,True,false_positive
2018-11-13,0.025501885790193603,2.828639205962198,False,True,false_positive
2018-12-13,0.03152527565039051,3.0156734625581625,False,True,false_positive
2019-01-30,0.04351787615589494,3.8391925222376324,True,True,true_positive
2019-04-24,0.060741653246123566,5.1697408227855055,True,True,true_positive
2019-04-25,-0.05815647073027711,-4.697429985894622,True,True,true_positive
2019-05-06,0.046314841001663665,2.966287089992519,True,True,true_positive
2019-05-10,0.05509450521983466,3.3061259164838375,True,True,true_positive
2019-08-09,0.0690997530108287,6.56381812866245,True,True,true_positive
2019-08-26,0.0499581817035216,3.518636019412203,True,True,true_positive
2019-08-29,0.024508499051917626,1.5533575034437048,True,False,false_negative
2019-11-01,0.08924278842314445,5.89363951064844,True,True,true_positive
2019-11-04,-0.0377935940774218,-2.458534450377798,True,False,false_negative
2020-01-01,-0.04640663326565444,-2.763927304139099,True,True,true_positive
2020-01-20,-0.05133203328944104,-2.945364994330094,True,True,true_positive
2020-03-03,0.046776214793818,3.740464198925326,True,True,true_positive
2020-03-13,0.03980008044578634,2.9373340756398316,True,True,true_positive
2020-04-14,-0.05151521011618287,-3.8999325896650654,True,True,true_positive
2020-04-30,0.04343675032267675,3.03641601221606,True,True,true_positive
2020-05-12,-0.0466693671620861,-2.9837687117043217,True,True,true_positive
2020-06-16,-0.054477536430027396,-3.539374922675597,True,True,true_positive
2020-09-09,-0.07437331006360942,-6.739453531277528,True,True,true_positive
2020-09-22,0.04723041511526736,3.6065869073444285,True,True,true_positive
2020-11-09,-0.03358052471386149,-1.9913902162417099,True,False,false_negative
2021-02-25,-0.022607945264562206,-2.5003697832204157,False,True,false_positive
2021-03-05,-0.024934002560158902,-2.5931462142238226,False,True,false_positive
2021-03-30,0.03237220924938023,3.278615778555417,False,True,false_positive
2021-08-18,-0.028865891748101384,-3.0264114919024814,False,True,false_positive
2021-08-20,-0.03655928221190254,-3.7485486084151374,False,True,false_positive
2021-12-07,-0.022799889898663498,-2.7134041774745916,False,True,false_positive
2022-01-13,0.02452948776608733,3.000543862616354,False,True,false_positive
2022-02-16,0.07214016969793015,7.990512473666241,True,True,true_positive
2022-03-11,-0.05408950794485974,-4.421325133402498,True,True,true_positive
2022-05-17,-0.06851838646498802,-6.013286762300299,True,True,true_positive
2022-09-12,0.062240214410452875,5.309007132887034,True,True,true_positive
2022-12-28,-0.06017513385142741,-5.695723584535198,True,True,true_positive
2023-03-20,0.03866814776161696,2.9614241936284165,True,True,true_positive
2023-04-18,-0.026488750208705735,-2.589959326688061,False,True,false_positive
2023-07-05,-0.030235995803196955,-3.0710934343224756,False,True,false_positive
2023-09-28,-0.03483653239506399,-3.255411014426264,True,True,true_positive
2023-09-29,0.02985487546561777,2.630884036580825,True,True,true_positive
